cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
x,y,w,f,p,n,d,n,u,e,u,s,s,w,p,u,w,t,z,o,n,g
x,s,p,f,l,f,c,b,y,e,c,s,s,w,p,u,y,t,s,k,y,p
x,f,n,f,c,f,w,n,p,t,u,s,s,w,c,u,w,o,p,b,n,d
b,f,u,t,c,a,d,b,g,e,u,f,s,w,c,p,w,t,p,b,n,m
x,y,w,f,f,f,c,n,k,t,z,k,k,o,w,u,w,o,n,r,v,g
f,s,g,t,a,f,c,n,w,t,e,k,s,w,w,u,w,o,n,n,v,d
b,y,r,t,y,d,c,b,k,e,c,s,y,w,w,p,w,b,p,h,n,g
x,g,n,t,c,f,d,n,n,e,u,y,y,c,c,p,o,t,p,n,n,d
f,f,u,t,s,a,w,b,w,e,b,f,s,g,g,p,w,b,c,h,v,d
s,g,y,t,l,f,d,b,r,e,r,s,y,p,p,p,o,o,l,o,y,l
s,f,p,f,c,n,w,n,w,t,r,s,s,c,w,u,y,o,p,u,v,d
s,g,g,t,m,d,d,b,r,e,c,s,y,p,p,p,o,o,p,k,y,g
b,y,c,t,a,f,c,n,k,t,c,k,s,w,n,p,w,b,p,k,a,m
x,g,w,t,s,d,c,b,u,e,r,y,y,y,y,p,w,t,f,y,s,w
b,f,w,t,l,f,c,b,w,e,z,f,s,b,b,p,w,o,p,k,v,g
k,s,w,f,f,f,w,n,n,e,c,s,k,w,b,u,w,o,p,n,s,w
k,g,c,t,p,f,c,b,g,e,e,y,y,w,b,p,w,o,f,n,v,u
b,g,w,t,n,d,c,b,w,e,b,s,y,w,w,p,w,o,f,u,a,g
k,g,w,t,a,d,w,b,g,e,c,y,s,w,w,p,w,o,p,w,n,g
x,g,b,t,f,d,w,n,w,e,c,s,y,o,w,p,w,o,p,k,c,m
f,g,w,t,n,d,c,b,n,e,c,y,y,w,w,p,o,b,p,k,s,m
b,f,y,t,l,f,w,b,w,e,c,s,s,o,w,p,w,o,p,r,n,w
k,y,y,t,p,f,w,b,n,e,c,f,s,w,e,p,o,b,f,u,a,g
k,y,w,t,l,f,c,n,g,e,z,s,s,o,w,u,w,o,p,r,n,d
f,y,n,f,n,f,c,n,p,t,e,s,s,g,g,p,w,o,p,h,s,d
x,y,n,t,a,f,c,b,w,e,e,y,y,w,w,p,w,b,l,u,s,g
x,s,w,t,c,f,d,n,u,e,c,s,k,w,w,p,w,o,p,n,s,g
x,f,g,f,m,d,c,b,g,e,u,y,y,w,w,p,o,t,p,o,v,w
x,y,w,t,a,f,c,b,n,e,r,k,k,n,n,p,w,o,n,k,y,g
c,g,c,t,c,f,d,b,k,e,c,k,s,w,w,u,w,o,p,n,s,u
b,y,c,f,n,f,c,b,o,t,b,s,s,w,w,u,y,o,p,u,n,g
x,s,y,t,m,n,d,n,g,t,u,s,s,p,p,p,w,o,p,k,n,u
f,g,y,t,f,d,w,n,p,e,c,s,s,o,w,p,o,o,p,r,v,l
b,s,y,f,l,f,w,b,g,e,c,s,s,w,b,u,y,o,s,n,c,g
x,f,n,f,f,a,w,b,w,t,e,f,f,o,w,p,w,o,e,r,v,g
b,f,c,t,l,d,w,b,n,t,b,s,y,w,e,p,w,b,p,u,a,d
x,s,n,t,a,d,c,b,b,e,u,y,y,w,e,p,o,b,p,u,n,m
s,s,g,t,c,d,w,b,r,t,r,y,f,c,w,p,o,o,f,k,s,g
x,f,n,f,m,n,c,n,g,t,r,s,s,p,p,p,w,t,p,o,y,u
c,s,p,t,n,f,w,b,n,t,e,f,f,w,w,p,o,o,l,r,c,l
f,y,n,f,y,f,c,n,h,e,r,k,y,w,g,u,w,o,p,n,a,p
c,g,w,t,a,f,w,b,p,e,c,y,s,o,o,p,w,o,p,r,s,l
f,f,b,t,a,a,c,b,k,e,e,s,f,w,w,p,w,b,e,k,s,g
x,y,g,t,l,a,c,b,w,e,e,s,f,w,e,p,w,b,c,k,s,p
s,g,p,f,n,f,c,b,g,e,e,s,y,w,g,p,o,o,p,n,v,w
f,s,y,f,a,f,c,n,h,t,r,s,y,g,g,p,y,b,s,h,y,u
x,s,u,t,s,n,d,n,b,e,e,s,s,w,w,p,w,o,s,y,n,p
x,s,w,t,a,n,w,n,p,e,z,s,s,w,w,p,y,o,p,w,v,u
k,f,u,t,a,a,w,b,w,e,c,f,f,w,b,p,w,o,e,n,s,u
x,s,n,f,f,f,w,n,h,t,e,s,s,w,o,u,y,o,e,n,s,m
s,s,g,f,s,n,d,b,p,t,e,s,f,w,y,u,y,t,s,k,a,g
b,f,n,t,n,a,c,b,k,t,b,f,s,e,w,p,n,b,e,k,a,g
f,s,c,t,a,f,c,n,o,e,r,s,s,n,w,u,y,o,p,k,a,p
x,s,p,t,l,f,c,b,w,e,c,s,s,b,w,p,w,o,l,k,n,p
c,y,n,f,f,f,c,n,n,t,c,k,k,o,o,u,w,o,p,k,c,u
c,y,y,f,a,f,c,b,w,e,r,s,s,o,o,u,w,o,p,r,c,p
x,f,n,t,a,a,w,n,p,t,u,s,f,w,o,p,w,o,f,u,c,d
b,y,w,f,l,f,c,b,w,t,z,s,k,b,w,u,w,o,n,n,v,l
f,f,y,f,a,a,w,b,e,e,e,s,s,w,n,p,n,o,e,k,s,g
x,y,c,f,m,f,d,n,u,e,r,k,k,w,p,p,w,o,p,o,n,g
c,y,n,t,f,f,w,b,p,e,c,f,f,w,w,p,n,o,e,r,c,p
c,s,y,f,p,f,w,n,n,e,c,s,s,w,w,p,w,o,n,k,c,g
b,f,r,f,n,a,c,n,k,e,b,f,s,e,w,p,n,b,e,u,a,u
x,f,w,t,l,f,c,b,g,e,c,s,f,w,b,p,n,o,e,k,v,u
b,s,w,f,l,f,c,n,n,t,c,s,s,w,w,p,w,o,z,u,s,g
s,g,n,f,f,d,w,b,p,e,c,y,s,w,o,p,o,o,p,r,y,u
b,y,y,t,l,a,c,b,n,e,b,f,f,e,w,p,w,o,c,u,a,m
c,y,y,t,p,f,w,n,n,t,c,s,k,w,w,p,w,o,n,w,c,g
f,y,y,t,a,a,c,b,k,e,c,s,f,g,g,p,n,b,e,n,s,g
x,y,n,f,p,f,c,n,e,e,e,s,k,e,w,u,w,b,n,u,s,u
x,y,u,f,n,f,d,n,k,t,e,f,k,w,w,p,w,o,n,o,n,g
f,y,y,t,n,a,c,b,h,e,c,s,s,w,w,p,n,b,c,k,s,m
b,s,w,t,a,f,c,b,g,e,b,s,f,g,w,p,w,o,p,n,a,l
f,f,g,t,n,f,c,b,n,e,b,f,s,g,g,p,w,b,c,h,y,w
x,s,n,f,p,f,d,n,w,t,r,s,s,w,y,u,y,t,z,n,y,u
s,y,n,t,m,d,d,b,y,e,r,y,y,w,w,p,w,t,f,o,y,p
x,y,n,f,n,f,d,b,n,t,u,s,k,w,p,u,w,o,e,o,n,p
k,y,y,f,f,f,w,n,w,t,z,s,s,w,w,p,y,o,s,r,n,m
x,y,y,t,a,f,c,b,n,e,c,k,s,w,w,p,w,o,p,n,c,m
x,s,u,t,s,d,c,b,n,e,c,y,y,y,w,p,w,o,p,n,s,m
x,y,y,t,p,f,w,b,p,t,c,s,s,w,w,u,w,o,p,k,c,m
s,y,g,t,a,f,d,n,r,t,c,k,s,w,w,p,w,t,p,n,v,g
x,f,g,f,f,f,c,n,k,e,z,s,k,w,o,u,w,o,n,n,v,u
f,g,w,t,l,f,w,b,w,e,z,y,y,b,w,p,w,o,p,n,v,g
k,f,g,t,n,a,w,b,h,t,z,f,f,w,w,p,w,o,e,w,v,l
x,s,w,f,m,f,c,n,k,t,c,s,s,p,w,u,w,t,n,o,n,p
x,s,b,t,l,n,c,b,n,e,c,s,s,w,o,u,y,o,p,r,s,m
x,f,g,t,n,a,c,n,e,e,e,f,f,n,w,p,n,b,e,k,v,u
x,s,n,f,p,f,d,n,u,t,u,s,k,w,y,p,w,t,n,n,s,l
b,y,w,f,l,f,c,b,w,t,b,k,s,n,w,u,w,o,n,k,a,p
b,g,w,t,a,f,c,b,o,e,c,y,y,g,w,p,o,b,l,k,a,m
x,y,b,f,p,f,c,n,k,e,e,s,s,w,w,u,w,o,p,h,v,u
c,y,y,f,p,f,w,n,w,t,c,k,k,w,w,p,w,o,n,w,c,m
x,y,w,f,n,f,c,n,k,t,b,k,s,w,w,u,w,o,p,n,s,m
b,y,u,f,l,n,c,n,o,e,c,s,s,n,n,p,w,b,p,k,a,u
k,y,r,t,l,d,w,b,n,e,z,y,y,b,b,p,w,o,l,n,v,d
x,s,r,t,a,a,c,b,b,e,c,s,s,w,w,p,w,o,p,y,n,m
x,y,n,t,a,f,d,n,u,t,u,k,k,y,w,p,w,t,p,y,s,g
f,g,n,t,l,f,c,b,w,e,z,y,y,w,w,p,o,o,f,n,y,p
x,s,w,t,c,f,d,b,w,e,c,s,f,w,c,p,w,o,p,n,n,m
c,y,n,f,n,f,w,n,n,t,e,f,k,b,b,u,w,o,p,n,s,g
k,f,c,t,l,a,c,b,w,e,r,f,f,w,w,p,n,o,e,n,s,d
x,y,y,f,c,n,d,n,b,e,r,s,y,c,w,u,w,o,s,k,n,p
x,y,g,t,c,f,c,n,y,t,r,s,s,c,c,p,w,o,s,b,y,g
k,y,y,f,a,f,c,n,g,e,z,k,k,o,w,u,w,o,p,r,n,g
c,f,g,t,p,f,w,n,n,t,c,s,k,w,w,p,w,o,p,w,c,p
x,s,n,t,y,d,c,n,w,e,b,s,s,w,g,p,w,b,l,k,s,u
x,g,n,t,l,f,w,b,w,e,c,s,y,b,w,p,w,t,p,k,y,g
f,g,b,t,n,f,w,b,h,t,r,y,y,p,w,p,o,t,l,o,a,g
f,y,g,t,a,f,c,b,h,t,c,k,s,n,w,u,w,o,p,k,s,g
b,f,p,t,a,a,d,b,w,e,c,f,f,p,w,p,n,t,p,o,y,w
f,s,e,f,p,n,c,n,p,t,e,s,s,e,w,p,y,b,s,u,s,p
f,y,b,f,p,n,w,b,p,e,r,s,s,w,w,u,w,o,p,w,s,m
k,g,w,t,f,f,w,b,n,e,z,y,y,o,w,p,w,o,l,n,v,m
x,s,g,t,a,n,d,n,r,t,r,s,s,w,w,p,w,t,z,o,y,d
f,y,n,t,a,f,c,n,n,e,r,k,y,w,n,u,w,b,p,n,y,u
b,s,p,t,f,f,c,n,p,t,c,s,s,w,o,p,y,o,p,r,c,g
f,s,w,f,n,f,c,b,p,t,e,s,f,w,w,p,y,t,e,y,y,w
f,g,w,t,n,d,w,n,w,e,z,s,y,w,w,p,o,o,l,n,v,g
f,y,w,f,a,f,c,n,g,t,e,s,s,g,g,u,y,b,p,n,s,m
x,g,b,t,l,f,c,b,n,e,c,y,y,w,w,p,o,o,p,n,y,g
f,s,b,t,a,f,c,b,g,e,c,s,y,n,w,p,w,b,p,k,s,w
f,s,y,t,l,f,c,b,e,e,c,s,f,n,w,p,n,o,c,k,s,p
f,f,n,t,f,f,w,n,g,e,z,f,s,w,w,p,w,o,e,r,v,d
b,s,w,f,a,f,c,b,y,e,r,k,s,w,w,u,w,t,n,o,n,m
b,f,y,f,a,f,w,n,n,t,b,s,k,e,e,u,w,o,p,u,v,u
b,y,u,t,l,f,c,b,o,e,c,s,s,w,g,p,w,b,p,h,a,m
x,y,y,f,l,f,c,n,b,t,u,s,s,o,o,p,w,o,p,n,c,d
x,s,n,t,a,f,c,b,p,e,e,s,y,e,e,u,w,b,z,n,y,w
c,s,p,f,l,f,c,n,p,e,c,s,s,o,w,p,w,o,z,r,s,p
x,g,w,t,l,d,c,b,g,e,c,y,s,w,w,p,o,o,p,b,n,m
x,y,y,t,s,f,c,n,y,t,r,s,y,y,w,u,w,t,s,k,y,u
x,g,c,t,m,f,c,b,n,e,c,y,s,p,p,p,w,t,f,o,n,m
x,s,e,t,l,n,c,n,w,t,c,s,s,n,w,p,w,b,p,k,n,m
x,y,u,f,l,f,d,b,p,t,r,s,y,y,w,u,w,t,p,k,n,g
b,s,w,f,n,n,c,b,n,e,b,s,s,w,e,p,w,b,p,n,n,w
f,g,c,t,l,f,w,b,g,e,z,y,y,w,w,p,w,o,f,w,v,g
b,f,w,t,y,a,c,b,w,e,c,s,s,g,g,p,n,b,c,k,s,g
s,s,e,t,n,n,c,n,y,t,r,s,s,g,y,u,y,t,p,n,y,d
x,y,w,t,c,f,d,b,b,e,c,y,y,w,w,p,w,o,f,b,n,m
s,s,w,t,m,f,d,n,g,e,c,s,k,p,p,p,w,o,p,k,n,g
b,s,y,t,n,d,c,b,k,e,c,s,s,w,w,p,w,o,f,k,a,m
x,f,y,t,p,d,w,n,p,e,z,s,y,w,w,p,w,o,p,n,v,l
f,f,w,t,l,a,c,b,e,e,e,s,f,w,w,p,n,o,p,h,s,m
x,y,c,f,p,f,w,b,h,t,z,k,k,w,w,u,w,o,n,w,v,p
b,s,w,f,a,n,c,n,k,e,b,s,s,w,e,u,w,b,z,u,a,w
b,y,r,f,m,f,c,b,u,e,c,s,s,p,p,p,w,o,p,o,n,m
f,y,r,t,a,f,c,n,o,e,b,k,y,n,n,u,w,b,n,k,a,p
f,y,n,t,a,f,c,b,h,e,e,s,y,w,n,p,o,o,p,k,s,p
x,s,w,f,a,n,c,b,k,t,e,s,s,e,e,u,y,b,p,u,s,m
f,f,r,t,l,f,c,b,w,e,z,f,f,w,w,p,n,o,p,w,v,u
k,s,r,t,a,n,w,n,g,t,z,s,s,w,w,p,y,o,p,w,s,p
x,y,r,t,a,d,w,b,g,e,z,s,y,b,w,p,o,o,p,n,v,m
x,f,r,f,c,f,d,n,k,e,u,s,s,c,w,u,w,o,n,k,n,u
f,s,n,t,a,f,c,b,p,e,u,s,y,c,c,p,w,t,s,n,n,u
x,g,w,t,a,d,c,b,p,e,c,y,y,w,w,p,w,o,f,k,c,m
c,s,g,t,l,f,c,b,p,t,c,k,s,o,o,p,w,o,p,r,c,l
b,y,b,t,y,a,c,b,h,e,e,f,s,w,w,p,y,o,p,n,v,g
f,f,y,t,y,f,c,b,w,e,e,f,f,w,w,p,w,o,p,n,s,g
f,y,y,t,l,f,c,b,e,e,c,s,y,w,w,p,o,o,l,k,n,l
c,y,p,t,p,d,c,b,p,e,c,y,s,w,w,p,w,o,l,w,c,u
c,f,p,t,a,f,w,n,n,t,c,s,f,w,w,p,w,o,e,u,c,l
s,s,p,f,n,f,c,n,h,e,e,s,s,e,w,u,y,b,s,k,s,u
f,s,r,t,c,f,w,n,u,t,u,k,s,w,c,u,w,o,n,n,n,p
f,f,g,f,c,f,d,n,k,t,u,s,s,c,w,u,w,o,p,b,n,u
x,f,p,f,p,f,c,n,n,t,c,s,k,w,w,u,w,o,n,w,c,w
b,y,w,f,a,f,c,b,w,t,b,s,s,w,n,u,w,b,p,k,a,p
c,s,w,t,a,f,w,n,p,t,b,s,f,w,o,p,n,o,p,r,c,d
s,y,p,f,l,f,c,n,r,t,r,k,s,c,w,u,w,t,n,k,a,m
b,y,y,f,s,n,c,b,k,t,u,s,s,w,y,p,y,o,p,y,s,m
x,s,w,f,s,n,c,n,b,e,u,s,s,w,y,p,w,t,z,k,n,p
f,s,w,f,l,f,w,n,g,t,b,k,k,b,w,p,w,o,p,u,v,d
f,s,g,f,p,n,w,n,g,t,z,s,s,w,w,u,w,o,z,w,v,w
f,s,w,t,a,d,w,b,n,t,c,y,y,w,w,p,o,o,l,n,c,d
f,y,y,t,y,f,c,b,k,e,b,f,y,g,g,p,n,o,c,h,a,g
x,f,y,t,p,a,w,b,p,e,c,f,s,w,w,p,n,o,e,n,c,m
s,s,r,f,s,n,d,n,p,t,e,s,s,y,y,u,w,o,z,y,y,g
f,y,y,t,l,f,c,n,h,t,e,s,s,w,g,u,w,o,p,k,s,l
b,y,n,f,a,f,c,n,n,t,b,s,k,w,w,p,o,t,l,b,n,d
f,s,u,f,f,n,w,n,w,t,b,s,s,o,w,u,w,o,z,r,v,d
f,s,r,f,p,f,c,n,p,t,e,k,s,w,o,u,w,o,p,n,s,g
b,s,u,f,n,f,c,n,k,t,b,k,k,e,w,u,w,o,n,n,v,d
k,y,u,t,f,f,w,b,w,t,r,k,k,o,o,p,w,o,p,r,s,p
x,g,y,t,a,d,c,b,h,e,r,y,y,e,e,p,w,b,f,u,s,g
b,f,y,t,a,f,c,b,r,e,r,f,f,w,w,p,n,o,c,b,y,p
f,f,w,f,l,n,w,b,h,t,c,s,s,b,b,u,y,o,s,n,a,m
s,y,n,t,m,a,c,b,p,e,r,s,f,w,p,p,w,o,p,o,y,g
s,g,w,t,m,d,c,b,n,e,c,y,s,p,w,p,w,o,p,n,s,g
x,s,n,f,c,f,c,n,u,t,c,s,s,c,c,u,y,o,p,b,n,p
x,s,y,f,a,n,c,n,w,e,c,s,s,o,o,p,y,o,s,n,n,d
k,f,u,t,a,f,w,b,g,e,z,f,s,w,o,p,n,o,p,r,v,g
s,f,y,t,s,a,d,b,g,e,r,f,s,y,y,p,n,o,e,k,y,m
s,s,y,t,c,f,d,b,w,e,r,k,s,w,w,u,w,t,p,b,y,l
x,g,c,t,a,d,d,b,b,e,c,y,y,w,w,p,o,o,l,n,s,w
x,f,n,t,p,a,w,n,w,e,z,f,f,w,w,p,n,o,c,n,v,d
x,s,g,f,n,d,w,b,y,e,e,s,y,w,c,p,w,t,l,n,y,d
f,s,n,f,m,a,w,b,p,t,r,f,s,p,w,p,n,t,e,n,a,m
x,y,w,t,m,f,w,n,y,t,b,k,k,p,p,u,w,t,p,n,y,u
f,f,g,f,n,n,c,n,p,t,b,s,s,w,e,p,w,b,z,u,v,u
f,f,r,f,l,f,c,n,k,e,z,s,k,w,w,u,w,o,p,r,y,w
k,s,r,f,a,n,c,b,k,t,c,s,s,w,b,u,y,o,p,n,v,u
x,f,r,f,c,f,w,n,n,t,b,k,s,c,w,p,w,o,p,u,v,d
s,g,p,t,n,f,w,b,n,e,e,s,y,w,w,p,w,o,p,n,c,u
x,f,n,f,s,f,d,n,k,e,u,s,k,y,w,u,w,t,n,y,n,d
k,f,w,f,f,f,w,b,w,t,z,f,f,w,o,p,n,o,e,r,v,l
x,y,g,f,l,f,c,n,e,e,e,k,k,w,e,p,w,o,p,k,y,m
x,g,r,t,c,d,d,b,b,e,c,y,s,w,w,p,o,t,l,b,n,g
x,y,w,t,c,n,c,n,k,t,c,s,s,w,c,p,y,o,p,b,s,m
f,g,b,t,a,d,c,b,k,e,c,y,s,w,w,p,w,b,p,h,s,g
b,y,w,t,n,f,c,b,w,e,b,k,k,e,w,p,w,o,n,u,n,m
k,s,w,t,p,f,w,b,n,e,c,y,s,w,c,u,w,t,n,k,s,g
f,y,p,t,a,f,c,b,e,e,r,s,y,w,n,p,o,o,p,n,s,g
b,s,n,t,y,d,c,b,n,e,e,s,y,g,w,p,w,b,p,n,s,u
f,g,g,f,n,f,c,n,e,e,e,y,s,w,w,p,w,o,p,u,s,w
k,s,y,f,l,n,c,n,w,t,z,s,s,w,b,p,w,o,z,n,s,g
s,y,p,t,s,d,d,b,y,e,r,s,y,w,y,p,o,o,l,n,s,p
c,s,y,f,f,n,w,b,n,t,c,s,s,w,o,u,w,o,p,r,s,u
k,y,n,f,n,f,w,n,k,t,e,s,s,w,w,p,w,o,p,k,v,g
b,y,r,t,a,d,c,b,w,e,r,s,y,w,g,p,w,b,p,n,y,l
s,y,n,f,a,f,c,n,r,t,r,s,y,e,e,p,w,o,l,u,y,p
f,s,y,t,n,f,c,n,e,e,c,s,s,w,w,u,w,o,p,u,s,w
k,f,r,t,f,f,w,b,n,e,e,s,s,w,o,p,n,o,e,r,v,g
f,g,n,t,l,f,c,b,w,e,r,s,y,n,n,p,o,b,l,k,a,p
s,s,n,f,p,f,d,n,k,e,e,s,s,y,y,p,w,t,z,k,y,g
x,f,c,f,n,n,w,n,k,t,e,s,s,w,p,u,y,o,z,k,n,g
k,s,r,t,p,n,c,n,k,t,c,s,s,w,w,u,y,o,s,w,s,l
c,f,y,f,l,f,c,n,p,e,e,s,k,c,c,p,w,t,p,k,n,u
b,y,y,t,l,f,c,b,o,e,b,f,f,e,e,p,w,b,c,u,a,m
f,s,w,t,a,d,d,b,u,t,b,y,s,c,w,p,w,o,p,b,v,m
f,f,e,t,a,a,c,b,h,e,e,s,f,e,e,p,n,o,p,u,s,p
b,f,g,t,n,a,w,b,p,e,b,f,f,w,g,p,n,o,e,k,a,g
x,f,c,t,s,a,d,n,n,e,e,s,f,y,w,p,n,t,e,y,s,g
x,y,y,t,a,f,w,b,p,e,r,f,y,w,b,p,w,o,c,n,c,g
s,f,b,t,n,f,d,b,y,t,r,f,s,w,w,p,w,t,e,b,y,l
x,g,w,t,a,d,c,b,e,e,c,y,y,g,g,p,o,b,f,k,s,l
b,y,r,t,l,f,c,b,u,e,u,f,f,p,p,p,n,t,p,o,n,p
k,s,u,f,f,n,w,n,g,e,z,s,s,o,o,p,w,o,p,r,v,m
s,y,e,t,l,f,d,n,y,t,r,s,k,c,w,p,w,t,p,b,y,d
x,s,y,t,a,n,c,n,e,t,e,s,s,w,w,u,w,b,s,u,n,m
f,s,p,f,a,n,c,n,h,t,e,s,s,n,w,u,w,o,z,k,y,u
x,f,e,f,c,f,w,b,h,t,r,k,k,w,w,p,w,t,p,n,s,m
s,f,y,t,l,a,c,b,p,e,r,s,f,w,w,p,w,o,p,k,s,w
f,g,p,t,c,d,d,b,p,e,b,s,f,y,y,p,w,t,e,n,v,d
x,s,y,t,l,a,d,b,b,e,u,s,s,w,c,p,w,t,p,k,n,p
f,g,g,t,c,f,d,b,p,e,r,y,y,w,c,p,w,o,p,k,y,p
x,y,n,t,p,n,c,n,n,e,c,s,s,w,w,p,y,o,z,w,v,p
f,f,w,t,l,f,c,b,w,e,e,s,s,n,w,p,w,o,c,u,v,l
b,f,u,t,y,a,c,b,k,e,b,s,s,g,w,p,n,b,e,h,a,g
x,y,y,f,a,f,d,b,b,t,u,k,s,p,w,u,w,t,p,o,n,m
b,s,y,t,l,d,c,b,n,e,c,s,s,w,w,p,o,o,p,n,s,g
x,s,c,f,a,n,c,n,o,t,b,s,s,e,w,u,y,b,p,u,a,p
f,s,y,t,a,f,c,n,e,t,b,s,s,w,w,u,y,b,s,k,v,d
x,f,w,f,n,f,c,b,h,t,e,k,k,e,w,u,w,b,p,u,s,g
f,s,w,t,a,d,c,b,h,e,e,y,s,n,n,p,o,b,f,k,s,m
c,y,w,t,f,f,w,b,w,e,c,s,f,o,o,p,w,o,p,r,c,g
x,y,n,t,p,f,w,b,g,e,z,y,y,w,w,p,o,o,f,w,n,g
c,g,g,t,l,f,w,b,k,e,c,y,y,b,b,p,o,o,e,k,s,g
k,s,w,f,p,f,w,n,n,e,e,s,s,w,w,u,w,o,p,w,s,u
b,y,b,f,m,f,d,n,y,t,r,s,s,p,w,u,w,t,p,k,y,m
x,s,u,t,m,f,c,b,b,e,u,y,s,p,p,p,w,t,f,k,n,m
f,f,b,f,a,f,w,n,h,t,e,s,s,n,n,u,w,o,p,k,v,d
x,s,n,f,f,f,w,n,w,t,z,k,s,o,o,u,w,o,p,r,v,g
b,y,p,t,n,f,c,b,w,e,c,y,y,w,w,p,w,o,p,u,n,g
c,y,b,t,l,f,w,b,w,t,c,s,y,b,b,p,w,o,n,n,c,p
b,s,y,t,l,a,c,b,o,e,c,f,f,p,p,p,n,t,e,o,n,u
x,y,n,f,m,f,d,n,p,e,u,k,s,w,p,u,w,t,n,n,n,u
x,s,y,f,f,f,w,n,n,e,z,s,s,o,w,p,y,o,p,r,v,g
f,g,b,t,n,d,c,b,h,e,e,y,y,w,e,p,w,o,f,n,y,d
x,f,p,t,n,a,c,n,e,e,e,f,s,e,e,p,n,o,z,n,a,g
x,y,w,f,a,f,d,b,g,t,u,s,k,p,p,p,w,o,p,o,n,d
x,s,e,t,m,a,c,b,r,e,r,f,s,w,w,p,w,t,p,n,y,m
x,y,w,t,l,f,c,b,k,t,e,s,k,e,e,p,w,b,n,k,n,g
x,f,y,t,n,f,c,b,o,e,r,f,y,e,e,p,n,o,p,u,a,u
f,y,u,t,a,d,c,b,o,e,b,s,y,w,w,p,w,o,p,k,s,g
x,y,w,t,a,f,d,b,k,t,r,s,s,p,p,p,y,o,s,o,y,m
s,s,p,f,n,n,c,n,y,t,r,s,s,p,p,p,y,o,s,o,v,u
f,f,n,t,n,f,d,n,b,e,u,f,f,w,c,p,w,o,c,b,y,u
s,f,g,t,n,f,c,b,n,e,r,f,f,c,w,p,n,o,p,b,y,u
f,y,e,f,a,f,c,b,h,t,c,s,s,n,n,p,w,b,p,k,s,u
x,s,w,f,y,n,c,n,k,t,e,s,s,g,w,u,w,o,p,h,s,p
b,g,g,t,n,d,c,b,h,e,e,y,y,w,g,p,w,b,e,h,a,u
f,y,e,t,l,d,c,b,e,e,e,s,y,g,g,p,o,b,f,h,s,u
k,y,w,t,p,f,c,n,g,e,e,y,s,w,w,p,y,o,s,n,y,g
b,s,y,t,a,a,c,b,k,e,c,s,s,e,w,p,n,o,p,k,a,m
f,s,n,t,y,f,c,n,e,t,e,s,s,g,g,u,w,b,z,k,s,u
b,s,y,t,p,f,c,b,n,e,c,f,s,w,w,p,n,o,p,k,n,u
b,y,w,f,l,f,d,n,r,t,c,s,s,w,c,u,w,o,p,b,y,p
x,f,w,t,s,f,d,b,p,e,e,s,s,w,y,p,w,t,p,n,y,g
x,g,n,t,a,f,c,b,h,e,e,s,s,w,n,p,w,b,p,k,s,u
x,y,g,f,n,f,w,b,n,t,e,s,k,y,y,u,w,o,p,n,y,g
x,g,c,t,f,d,c,b,w,e,z,s,y,w,w,p,o,o,p,n,v,l
b,f,w,f,n,f,w,n,k,t,b,s,f,w,e,u,w,o,e,u,a,l
b,s,r,f,l,f,c,n,o,t,b,s,s,n,w,u,w,b,z,n,s,p
c,g,w,t,l,d,w,b,p,e,c,s,s,w,b,p,w,o,l,n,s,u
b,s,u,t,a,f,c,b,o,e,b,f,s,w,g,p,n,b,c,k,a,g
x,s,g,f,n,f,d,b,b,e,e,y,f,c,w,p,w,t,e,n,n,u
f,y,p,t,c,f,c,b,b,e,u,f,f,w,y,p,w,t,p,k,y,l
c,g,w,t,f,f,c,b,w,e,c,y,y,w,w,p,o,o,p,k,c,w
f,s,g,f,n,n,c,n,n,e,c,s,s,w,b,u,w,o,z,n,v,p
f,s,n,t,n,a,w,b,h,t,e,f,f,o,w,p,n,o,e,r,c,g
b,f,w,f,n,f,w,b,n,t,b,s,f,w,n,p,w,b,s,k,s,w
f,s,p,f,n,n,c,b,h,t,e,s,s,w,g,p,y,o,e,h,s,g
f,s,g,t,a,d,c,b,e,e,e,y,y,w,n,p,o,b,l,n,s,p
b,y,y,t,y,f,c,b,p,e,r,s,f,g,g,p,w,b,c,k,s,p
f,s,w,t,a,n,c,n,e,t,e,s,s,w,n,u,y,b,z,k,s,g
f,g,g,f,c,d,d,b,u,t,e,y,y,c,c,p,o,o,e,k,n,g
b,s,w,t,l,n,c,b,b,e,c,s,s,w,w,p,y,t,p,b,s,p
s,s,e,f,c,n,c,b,n,t,r,s,s,c,c,u,y,o,p,n,n,d
s,f,g,f,n,f,c,b,n,e,e,s,s,o,w,p,n,o,e,n,y,w
f,g,r,t,f,d,w,b,w,e,r,y,y,o,o,p,o,o,l,k,s,g
b,y,u,t,l,f,c,n,k,e,c,k,k,w,n,u,w,b,p,k,n,p
f,s,w,t,l,n,w,n,n,t,e,s,s,e,w,u,w,b,p,u,v,d
f,y,y,f,p,f,w,n,n,e,r,k,k,w,w,p,w,o,p,w,v,p
f,f,c,f,n,f,c,n,w,t,z,k,s,w,w,p,w,o,p,r,y,m
x,s,w,f,f,f,w,b,p,t,c,k,s,o,w,p,w,o,p,k,c,m
