class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,convex,fibrous,yellow,bruises,creosote,attached,distant,broad,purple,enlarging,club,smooth,fibrous,cinnamon,white,partial,white,two,pendant,buff,numerous,paths
edible,flat,fibrous,brown,bruises,almond,free,crowded,broad,pink,enlarging,rhizomorphs,smooth,fibrous,buff,buff,partial,white,one,evanescent,brown,several,woods
poisonous,convex,smooth,white,no,creosote,notched,close,narrow,black,enlarging,equal,smooth,smooth,white,cinnamon,universal,yellow,two,zone,black,numerous,waste
edible,knobbed,smooth,purple,bruises,anise,free,crowded,broad,gray,enlarging,rhizomorphs,fibrous,smooth,buff,buff,partial,white,one,evanescent,brown,several,paths
edible,flat,fibrous,gray,bruises,none,descending,crowded,narrow,pink,enlarging,club,smooth,scaly,white,white,partial,orange,one,large,white,clustered,urban
edible,bell,smooth,yellow,no,almond,notched,close,narrow,gray,enlarging,club,smooth,smooth,white,white,partial,white,other,pendant,brown,scattered,meadows
edible,knobbed,grooves,green,bruises,foul,free,crowded,broad,white,enlarging,rhizomorphs,scaly,scaly,white,white,partial,orange,one,flaring,green,solitary,paths
edible,knobbed,fibrous,white,bruises,foul,free,crowded,broad,gray,tapering,equal,smooth,scaly,white,orange,partial,white,one,flaring,green,several,grasses
edible,convex,grooves,brown,bruises,creosote,free,distant,narrow,purple,enlarging,cup,scaly,scaly,white,cinnamon,partial,orange,one,flaring,buff,several,woods
edible,conical,grooves,pink,bruises,anise,descending,close,broad,white,tapering,club,silky,smooth,white,white,universal,white,one,pendant,brown,clustered,meadows
edible,flat,fibrous,yellow,bruises,anise,attached,crowded,narrow,brown,tapering,bulbous,fibrous,smooth,buff,white,partial,brown,one,cobwebby,brown,several,grasses
edible,flat,fibrous,gray,bruises,almond,attached,close,broad,black,enlarging,equal,smooth,fibrous,white,white,partial,brown,other,pendant,brown,numerous,meadows
edible,flat,scaly,gray,no,almond,free,close,narrow,red,tapering,equal,smooth,silky,brown,white,universal,white,one,none,brown,solitary,urban
edible,bell,scaly,brown,bruises,foul,free,close,narrow,white,tapering,rhizomorphs,silky,silky,orange,orange,partial,white,one,pendant,green,several,grasses
edible,convex,scaly,white,no,anise,free,close,narrow,black,enlarging,club,silky,silky,brown,brown,partial,white,one,none,black,abundant,meadows
edible,sunken,scaly,white,bruises,spicy,free,close,broad,green,enlarging,rooted,scaly,smooth,yellow,yellow,partial,white,one,pendant,yellow,scattered,meadows
edible,flat,smooth,white,no,musty,notched,distant,narrow,green,tapering,rooted,smooth,smooth,white,white,partial,yellow,two,pendant,brown,several,meadows
edible,flat,fibrous,buff,bruises,none,attached,close,broad,white,enlarging,equal,fibrous,fibrous,red,red,partial,brown,one,pendant,purple,scattered,grasses
edible,bell,smooth,white,bruises,almond,free,close,broad,black,enlarging,bulbous,smooth,smooth,white,white,universal,yellow,other,sheathing,black,abundant,leaves
edible,convex,smooth,white,no,musty,free,close,narrow,gray,tapering,club,smooth,silky,white,white,partial,white,two,pendant,orange,numerous,grasses
edible,convex,fibrous,red,bruises,none,attached,crowded,broad,brown,tapering,club,fibrous,fibrous,white,white,partial,brown,one,evanescent,white,scattered,paths
edible,flat,scaly,green,bruises,anise,notched,close,broad,orange,tapering,bulbous,smooth,smooth,white,gray,universal,white,one,sheathing,chocolate,abundant,grasses
poisonous,sunken,grooves,gray,bruises,musty,descending,distant,narrow,black,enlarging,equal,scaly,smooth,pink,pink,partial,white,one,pendant,orange,several,waste
edible,flat,fibrous,white,bruises,almond,attached,close,broad,chocolate,enlarging,equal,fibrous,fibrous,white,brown,partial,brown,other,cobwebby,brown,scattered,leaves
edible,bell,smooth,white,bruises,none,notched,close,broad,black,tapering,club,smooth,smooth,white,white,partial,white,other,sheathing,purple,scattered,leaves
edible,knobbed,scaly,white,no,anise,free,close,broad,brown,tapering,bulbous,silky,smooth,white,brown,universal,white,one,pendant,black,numerous,meadows
edible,bell,scaly,purple,no,almond,notched,close,broad,white,tapering,bulbous,smooth,smooth,brown,white,universal,white,one,zone,black,numerous,waste
edible,convex,smooth,yellow,bruises,creosote,attached,distant,broad,buff,enlarging,cup,smooth,fibrous,white,white,partial,white,two,cobwebby,buff,numerous,grasses
edible,bell,smooth,pink,no,anise,free,crowded,narrow,pink,tapering,club,smooth,silky,buff,buff,universal,white,one,pendant,brown,numerous,meadows
edible,knobbed,fibrous,brown,bruises,almond,free,crowded,broad,white,tapering,rhizomorphs,fibrous,fibrous,white,white,partial,brown,one,cobwebby,white,several,waste
edible,convex,fibrous,cinnamon,no,pungent,free,close,narrow,brown,enlarging,equal,smooth,silky,white,white,universal,white,one,pendant,brown,several,urban
edible,bell,smooth,white,no,almond,free,close,broad,orange,enlarging,rooted,smooth,scaly,white,white,universal,yellow,one,sheathing,brown,abundant,paths
edible,flat,fibrous,white,bruises,anise,attached,close,broad,chocolate,enlarging,equal,smooth,smooth,brown,white,partial,brown,other,pendant,black,scattered,grasses
edible,sunken,smooth,brown,no,almond,free,close,narrow,gray,enlarging,bulbous,silky,silky,red,white,universal,white,one,pendant,purple,scattered,grasses
edible,convex,scaly,yellow,no,almond,notched,crowded,narrow,pink,enlarging,club,smooth,smooth,orange,orange,partial,white,one,zone,green,scattered,grasses
edible,bell,scaly,white,bruises,anise,free,close,narrow,orange,tapering,bulbous,smooth,smooth,gray,white,universal,yellow,other,pendant,brown,scattered,woods
edible,sunken,fibrous,gray,no,none,free,close,narrow,green,enlarging,equal,silky,smooth,white,white,partial,white,two,none,brown,several,urban
edible,conical,scaly,white,bruises,pungent,free,crowded,narrow,brown,tapering,club,silky,silky,white,white,partial,white,one,none,white,clustered,paths
poisonous,flat,fibrous,white,bruises,pungent,free,close,broad,black,enlarging,equal,fibrous,smooth,white,white,partial,white,other,pendant,black,scattered,grasses
edible,bell,grooves,cinnamon,bruises,almond,descending,close,broad,brown,enlarging,bulbous,smooth,scaly,white,gray,partial,white,one,pendant,brown,scattered,grasses
edible,flat,fibrous,white,bruises,fishy,descending,close,broad,pink,enlarging,bulbous,scaly,scaly,gray,gray,partial,orange,one,large,brown,scattered,meadows
edible,convex,grooves,red,bruises,anise,descending,close,broad,brown,enlarging,club,scaly,scaly,gray,white,partial,orange,one,pendant,black,scattered,leaves
edible,sunken,smooth,white,bruises,anise,free,close,narrow,green,enlarging,rooted,smooth,smooth,white,white,universal,yellow,one,pendant,yellow,solitary,grasses
edible,convex,smooth,yellow,no,foul,free,crowded,narrow,gray,enlarging,club,silky,smooth,orange,white,partial,white,one,none,brown,clustered,grasses
edible,convex,grooves,buff,bruises,fishy,free,close,broad,red,enlarging,club,smooth,scaly,gray,gray,partial,orange,one,pendant,brown,scattered,grasses
poisonous,conical,smooth,brown,bruises,pungent,free,close,narrow,brown,tapering,club,smooth,smooth,white,white,partial,yellow,one,zone,white,several,urban
edible,bell,grooves,white,bruises,almond,free,close,broad,brown,enlarging,bulbous,smooth,smooth,white,brown,partial,orange,one,large,black,abundant,grasses
edible,flat,grooves,pink,bruises,fishy,descending,close,broad,chocolate,enlarging,equal,scaly,scaly,gray,gray,partial,orange,one,large,chocolate,scattered,urban
poisonous,convex,scaly,purple,no,anise,notched,crowded,narrow,black,enlarging,rhizomorphs,smooth,smooth,buff,white,universal,yellow,one,pendant,black,several,meadows
edible,sunken,scaly,yellow,no,spicy,free,close,broad,red,enlarging,equal,smooth,scaly,red,red,partial,orange,other,large,brown,scattered,paths
edible,sunken,smooth,gray,no,musty,free,close,narrow,yellow,tapering,rooted,smooth,smooth,pink,pink,universal,white,one,sheathing,black,solitary,urban
edible,knobbed,smooth,white,bruises,pungent,descending,close,broad,gray,enlarging,rhizomorphs,scaly,scaly,white,white,partial,orange,one,pendant,brown,several,grasses
edible,convex,fibrous,white,no,none,free,close,narrow,chocolate,tapering,bulbous,silky,smooth,red,red,partial,white,one,pendant,brown,several,woods
edible,convex,fibrous,white,bruises,anise,attached,close,broad,chocolate,enlarging,club,smooth,smooth,red,red,partial,brown,other,pendant,black,scattered,leaves
edible,flat,scaly,yellow,no,fishy,free,close,narrow,red,enlarging,equal,smooth,smooth,gray,white,partial,white,one,pendant,brown,scattered,grasses
edible,knobbed,fibrous,yellow,bruises,anise,attached,crowded,broad,white,enlarging,rhizomorphs,smooth,scaly,buff,white,partial,brown,one,evanescent,brown,several,woods
edible,flat,smooth,brown,no,musty,free,distant,broad,buff,enlarging,rooted,smooth,scaly,pink,white,universal,white,one,pendant,black,numerous,paths
edible,flat,scaly,yellow,bruises,almond,free,close,narrow,red,enlarging,rooted,smooth,smooth,red,red,universal,white,one,sheathing,purple,solitary,urban
edible,flat,smooth,buff,no,anise,free,close,broad,chocolate,tapering,club,smooth,smooth,red,red,partial,yellow,other,zone,purple,scattered,grasses
edible,convex,smooth,white,bruises,almond,descending,close,broad,white,enlarging,rhizomorphs,scaly,smooth,white,orange,partial,white,one,pendant,green,numerous,meadows
poisonous,sunken,fibrous,buff,bruises,pungent,free,close,broad,yellow,enlarging,rooted,smooth,smooth,white,yellow,partial,brown,one,pendant,yellow,solitary,urban
edible,convex,fibrous,cinnamon,bruises,almond,free,distant,narrow,purple,tapering,bulbous,silky,smooth,yellow,white,partial,white,one,pendant,yellow,numerous,woods
edible,conical,smooth,white,no,anise,notched,crowded,narrow,white,enlarging,club,smooth,smooth,white,white,universal,white,one,pendant,brown,clustered,grasses
edible,conical,smooth,pink,no,pungent,free,crowded,narrow,pink,tapering,club,smooth,smooth,white,white,universal,yellow,one,pendant,purple,clustered,woods
edible,convex,smooth,white,no,almond,notched,distant,broad,brown,tapering,cup,smooth,smooth,yellow,white,partial,white,two,zone,black,scattered,woods
edible,flat,scaly,white,bruises,anise,descending,close,broad,white,enlarging,cup,scaly,scaly,cinnamon,white,partial,orange,two,pendant,black,solitary,leaves
edible,flat,smooth,brown,no,fishy,free,close,broad,chocolate,tapering,equal,smooth,smooth,white,gray,partial,white,other,sheathing,chocolate,scattered,grasses
edible,conical,scaly,buff,bruises,almond,attached,crowded,broad,pink,enlarging,rooted,fibrous,scaly,white,white,partial,brown,one,pendant,brown,clustered,grasses
poisonous,convex,fibrous,brown,bruises,pungent,free,close,narrow,pink,enlarging,bulbous,fibrous,smooth,red,red,partial,white,one,pendant,brown,abundant,grasses
edible,knobbed,fibrous,brown,no,none,free,crowded,broad,gray,enlarging,equal,fibrous,fibrous,white,white,partial,white,one,pendant,white,several,paths
edible,sunken,scaly,yellow,no,spicy,free,close,narrow,white,enlarging,club,smooth,smooth,yellow,white,universal,white,two,none,yellow,scattered,meadows
edible,sunken,grooves,buff,bruises,spicy,free,close,broad,brown,enlarging,club,scaly,smooth,cinnamon,white,partial,orange,two,pendant,buff,scattered,paths
edible,bell,scaly,brown,bruises,anise,free,close,broad,black,enlarging,bulbous,smooth,smooth,white,gray,partial,white,one,flaring,chocolate,abundant,meadows
edible,flat,fibrous,red,no,creosote,free,close,narrow,yellow,enlarging,rooted,smooth,silky,white,cinnamon,universal,white,one,pendant,buff,several,urban
edible,flat,smooth,pink,bruises,fishy,free,close,narrow,white,enlarging,club,smooth,smooth,white,white,universal,white,other,sheathing,black,numerous,waste
edible,conical,scaly,pink,no,anise,free,crowded,narrow,brown,enlarging,club,silky,smooth,white,white,partial,white,one,none,black,clustered,urban
edible,bell,smooth,white,bruises,almond,notched,close,narrow,gray,enlarging,club,smooth,smooth,white,white,universal,white,other,pendant,brown,abundant,meadows
edible,bell,scaly,green,bruises,anise,free,close,narrow,white,tapering,bulbous,silky,scaly,gray,white,partial,white,other,pendant,chocolate,abundant,grasses
poisonous,sunken,smooth,white,no,creosote,notched,distant,narrow,red,enlarging,equal,smooth,smooth,white,brown,universal,yellow,other,pendant,black,scattered,urban
edible,sunken,smooth,white,bruises,musty,free,distant,broad,brown,enlarging,rooted,scaly,scaly,pink,pink,partial,orange,one,large,orange,solitary,paths
edible,sunken,scaly,white,bruises,almond,free,close,broad,green,enlarging,club,scaly,scaly,white,white,partial,white,two,pendant,buff,solitary,woods
edible,bell,scaly,purple,no,anise,free,close,narrow,black,tapering,bulbous,silky,silky,white,gray,partial,white,one,pendant,purple,abundant,woods
edible,flat,smooth,gray,no,fishy,free,close,narrow,red,enlarging,equal,smooth,smooth,gray,gray,partial,white,other,zone,chocolate,scattered,urban
edible,convex,smooth,gray,no,creosote,free,distant,broad,purple,enlarging,cup,fibrous,smooth,white,white,partial,brown,one,evanescent,buff,abundant,leaves
edible,convex,smooth,yellow,bruises,almond,notched,distant,broad,purple,tapering,cup,smooth,smooth,white,yellow,universal,yellow,one,sheathing,yellow,numerous,woods
edible,conical,smooth,white,bruises,pungent,attached,close,broad,chocolate,enlarging,equal,smooth,scaly,white,white,partial,orange,other,flaring,brown,scattered,meadows
poisonous,flat,scaly,brown,bruises,pungent,attached,close,broad,white,enlarging,rhizomorphs,fibrous,smooth,orange,white,partial,white,one,pendant,green,several,meadows
edible,convex,smooth,red,bruises,anise,attached,close,broad,brown,enlarging,rooted,fibrous,fibrous,yellow,yellow,partial,brown,one,cobwebby,black,solitary,meadows
poisonous,conical,smooth,pink,no,anise,free,crowded,narrow,pink,enlarging,club,silky,smooth,buff,white,partial,white,one,pendant,brown,clustered,grasses
edible,convex,scaly,white,bruises,anise,free,crowded,broad,black,enlarging,club,smooth,silky,white,white,partial,white,one,pendant,white,clustered,woods
edible,convex,scaly,brown,bruises,none,descending,close,broad,black,enlarging,club,scaly,smooth,red,white,partial,orange,one,pendant,purple,abundant,meadows
edible,flat,scaly,brown,no,musty,free,close,broad,brown,tapering,cup,silky,scaly,pink,pink,partial,white,two,pendant,orange,numerous,paths
edible,bell,fibrous,green,bruises,almond,attached,close,broad,white,enlarging,bulbous,smooth,scaly,red,white,partial,brown,other,pendant,orange,scattered,paths
edible,flat,scaly,pink,bruises,almond,notched,distant,broad,white,enlarging,rooted,smooth,scaly,cinnamon,white,universal,white,two,sheathing,brown,solitary,paths
edible,convex,scaly,cinnamon,bruises,spicy,notched,distant,broad,white,tapering,club,smooth,smooth,yellow,yellow,partial,yellow,one,sheathing,yellow,numerous,meadows
edible,knobbed,smooth,cinnamon,no,foul,notched,crowded,narrow,chocolate,tapering,rhizomorphs,smooth,smooth,white,white,universal,yellow,one,evanescent,green,several,grasses
edible,sunken,fibrous,pink,bruises,spicy,attached,distant,broad,green,enlarging,club,fibrous,fibrous,yellow,yellow,partial,white,two,pendant,brown,numerous,meadows
poisonous,convex,scaly,white,bruises,musty,attached,close,broad,buff,enlarging,cup,fibrous,smooth,pink,white,partial,white,two,cobwebby,orange,scattered,urban
edible,bell,scaly,yellow,no,musty,notched,distant,narrow,brown,tapering,club,smooth,smooth,white,white,universal,yellow,one,pendant,brown,numerous,leaves
edible,sunken,fibrous,buff,no,none,free,close,broad,brown,enlarging,club,fibrous,fibrous,white,white,partial,brown,one,cobwebby,brown,several,meadows
edible,conical,smooth,buff,bruises,anise,attached,close,broad,black,enlarging,rooted,smooth,smooth,pink,pink,partial,white,two,pendant,orange,scattered,woods
edible,bell,smooth,brown,no,none,free,close,narrow,orange,enlarging,bulbous,smooth,smooth,white,white,partial,white,other,pendant,purple,abundant,grasses
edible,knobbed,smooth,purple,bruises,almond,free,crowded,broad,gray,enlarging,rhizomorphs,smooth,smooth,white,white,partial,yellow,one,sheathing,green,scattered,grasses
